# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 11 07:04:14 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
73,3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,0.7730,1.626630225,169.8201710,0,1.2600,2.11450,1.6206e+03,0.305244,0.09631,LS+MCMC,32.43,0.0260,58.03,1547.0,1355.88,103.60,1,664,1,q1_q17_dr25_tce,5735.00,4.410,0.9730,294.368190,38.310280,15.279
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0000,2.711504086,170.0341700,0,0.0230,3.00990,8.3750e+02,0.026533,0.91618,LS+MCMC,3.12,0.0401,89.81,1420.0,960.79,64.50,2,494,1,q1_q17_dr25_tce,6214.00,4.442,1.0760,291.653530,38.494659,15.541
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0000,7.212037480,172.8178200,0,0.0120,4.04910,9.5040e+02,0.028255,0.99867,LS+MCMC,3.32,0.0770,89.95,1025.0,260.58,51.50,2,165,2,q1_q17_dr25_tce,6214.00,4.442,1.0760,291.653530,38.494659,15.541
76,12459725,K00789.01,,FALSE POSITIVE,FALSE POSITIVE,,14.179818700,171.5023700,0,0.1601,2.50500,4.5990e+02,0.019561,7.76746,MCMC,1.88,0.1137,89.95,711.0,60.35,11.20,1,,,,5799.00,4.539,0.8780,291.044800,51.321671,15.727
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0000,8.472379110,174.1621200,0,0.0220,2.72450,1.1235e+03,0.030119,3.86328,LS+MCMC,2.59,0.0778,89.95,751.0,75.44,47.60,2,159,1,q1_q17_dr25_tce,5354.00,4.587,0.7880,296.366520,51.319519,15.339
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.9890,60.418936900,181.1636700,0,0.0940,5.03900,9.3130e+02,0.027422,4.26444,LS+MCMC,2.36,0.2884,89.94,390.0,5.49,20.10,2,22,2,q1_q17_dr25_tce,5354.00,4.587,0.7880,296.366520,51.319519,15.339
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0000,12.611904345,180.8922840,0,0.5500,5.14970,6.1056e+03,0.073758,0.61222,LS+MCMC,7.40,0.1058,88.17,753.0,76.15,277.20,1,104,1,q1_q17_dr25_tce,5795.00,4.508,0.9190,289.112210,51.737381,15.140
80,2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.433769925,170.4035360,0,1.2680,1.88680,1.9763e+03,0.318591,0.13720,LS+MCMC,46.58,0.0256,58.99,1920.0,3209.29,112.60,1,481,1,q1_q17_dr25_tce,6017.00,4.220,1.3390,290.843690,37.728828,15.122
81,2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.318723010,173.3154300,0,1.2150,3.83600,8.7170e+02,0.247006,0.03681,LS+MCMC,28.59,0.0944,78.15,876.0,139.26,38.20,1,130,1,q1_q17_dr25_tce,5927.00,4.409,1.0600,291.848910,37.713501,15.065
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0000,2.539183147,169.6749400,0,0.2380,2.42820,3.8210e+02,0.017724,1.46261,LS+MCMC,2.06,0.0355,88.28,1332.0,743.09,38.90,1,528,1,q1_q17_dr25_tce,5519.00,4.350,1.0620,291.439970,37.905659,15.026
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0000,6.770300385,170.5766200,0,0.8380,2.08440,1.3040e+03,0.037414,1.45164,LS+MCMC,2.77,0.0640,86.84,812.0,102.87,50.80,1,200,1,q1_q17_dr25_tce,5653.00,4.656,0.6790,290.870510,38.273628,15.591
84,3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.444291966,169.8654060,0,1.2580,2.07920,1.0967e+04,0.396105,0.42351,LS+MCMC,27.51,0.0101,39.97,1836.0,2706.26,299.70,1,1466,1,q1_q17_dr25_tce,5255.00,4.678,0.6360,290.996890,38.284920,15.748
85,3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0000,10.181584004,177.1418910,0,0.9200,3.50890,5.7411e+03,0.084708,0.38059,LS+MCMC,7.73,0.0884,85.87,812.0,102.91,183.60,1,129,1,q1_q17_dr25_tce,5988.00,4.541,0.8360,291.281950,38.241669,15.657
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0000,20.060363360,147.4655400,0,0.5560,3.32030,1.4947e+03,0.036455,3.09445,LS+MCMC,1.96,0.1150,89.21,361.0,4.00,35.20,4,59,2,q1_q17_dr25_tce,3950.00,4.754,0.4930,286.079130,39.278320,15.954
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0000,46.184203900,165.2372900,0,0.0130,4.75800,1.3947e+03,0.033974,3.99779,LS+MCMC,1.83,0.2005,89.99,273.0,1.32,26.00,4,25,3,q1_q17_dr25_tce,3950.00,4.754,0.4930,286.079130,39.278320,15.954
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.9520,23.980085400,147.5370000,0,0.9500,5.35100,1.0400e+02,0.011879,0.05654,LS+MCMC,1.31,0.1602,85.45,649.0,41.94,17.10,4,56,4,q1_q17_dr25_tce,5854.00,4.406,1.0120,300.863980,44.337551,12.882
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.9940,7.825021680,136.5499500,0,0.7080,2.18600,5.2080e+02,0.022312,2.54508,LS+MCMC,1.20,0.0614,87.99,494.0,14.05,15.90,4,154,4,q1_q17_dr25_tce,3950.00,4.754,0.4930,286.079130,39.278320,15.954
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,3.895936525,170.5275520,0,0.5240,2.31110,8.5448e+03,0.086890,2.31292,LS+MCMC,7.34,0.0460,87.56,1005.0,241.62,370.80,1,275,1,q1_q17_dr25_tce,5557.00,4.592,0.7740,294.655240,39.308361,15.725
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.9990,22.366464660,175.4586200,0,0.4000,5.22800,9.8680e+02,0.028938,1.12517,LS+MCMC,2.32,0.1449,89.26,536.0,19.45,32.10,1,48,1,q1_q17_dr25_tce,5395.00,4.615,0.7340,294.710630,39.521740,15.583
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0000,1.625522174,170.8266564,0,0.0760,2.38963,7.9690e+03,0.080543,1.28198,LS+MCMC,9.73,0.0265,89.22,1579.0,1467.41,799.70,1,657,1,q1_q17_dr25_tce,5539.00,4.322,1.1060,293.871920,38.422939,15.001
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,1.0000,19.620346923,181.8818190,0,0.4580,2.00380,2.1725e+04,0.137595,23.21659,LS+MCMC,13.60,0.1389,89.66,643.0,40.39,340.50,1,52,1,q1_q17_dr25_tce,5710.00,4.492,0.9050,293.816190,38.563568,15.562
94,3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.544039000,171.7982000,0,1.1750,6.22200,3.2260e+02,0.194187,0.00393,LS+MCMC,17.47,0.0731,58.94,838.0,116.46,14.20,1,143,2,q1_q17_dr25_tce,5657.00,4.567,0.8240,293.941160,38.601101,15.559
95,3641726,K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,1.0000,9.029306890,177.2042200,0,0.0240,3.14490,1.0198e+03,0.028718,2.66613,LS+MCMC,2.57,0.0796,89.94,757.0,77.75,53.90,1,146,1,q1_q17_dr25_tce,5349.00,4.526,0.8200,290.333620,38.728230,15.387
96,3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0530,10.328035714,174.5810540,0,0.2810,7.79150,1.6918e+04,0.118805,0.23528,LS+MCMC,13.28,0.0888,88.54,843.0,119.31,636.80,1,114,1,q1_q17_dr25_tce,5627.00,4.359,1.0240,287.696750,38.886452,15.646
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0000,143.206304700,154.2355200,0,0.3790,8.93020,1.0566e+04,0.094044,1.83449,LS+MCMC,8.90,0.5336,89.83,308.0,2.14,138.80,5,9,2,q1_q17_dr25_tce,5485.00,4.556,0.8670,285.283630,38.947281,15.403
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.9500,6.164876000,135.6391600,0,0.6460,3.26200,5.5800e+01,0.007192,0.69664,LS+MCMC,0.79,0.0648,86.69,1021.0,256.35,14.40,4,207,3,q1_q17_dr25_tce,5854.00,4.406,1.0120,300.863980,44.337551,12.882
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.7450,60.324942160,243.8925780,0,0.2240,6.61880,2.0280e+04,0.128744,2.37656,LS+MCMC,12.19,0.2998,89.83,411.0,6.77,347.20,5,22,1,q1_q17_dr25_tce,5485.00,4.556,0.8670,285.283630,38.947281,15.403
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,29.159861500,150.6992200,0,0.3619,4.80300,4.8800e+02,0.020180,1.92739,MCMC,1.91,0.1847,89.38,524.0,17.85,11.60,5,,,,5485.00,4.556,0.8670,285.283630,38.947281,15.403
101,3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.540397253,170.5047900,0,1.2250,2.15410,8.1610e+02,0.257087,0.06102,LS+MCMC,25.69,0.0264,51.56,1470.0,1105.68,38.80,1,842,1,q1_q17_dr25_tce,5663.00,4.530,0.9150,286.926390,38.921631,15.974
102,3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.990254430,171.9834000,0,0.0140,5.41400,5.8920e+02,0.021279,0.17407,LS+MCMC,1.70,0.0367,89.81,918.0,168.45,48.50,1,454,1,q1_q17_dr25_tce,4667.00,4.578,0.7310,287.748810,38.929550,15.842
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0000,1.594745374,170.6483505,0,0.5140,1.96040,1.5044e+04,0.115879,1.77544,LS+MCMC,11.30,0.0258,85.25,1539.0,1329.42,1009.30,1,762,1,q1_q17_dr25_tce,5934.00,4.491,0.8930,285.213810,39.027481,15.530
104,3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0000,4.783002698,170.5084340,0,0.0030,2.33500,1.0087e+03,0.028315,3.45234,LS+MCMC,2.50,0.0535,89.99,886.0,145.48,70.60,1,281,1,q1_q17_dr25_tce,5170.00,4.574,0.8070,287.093990,39.060719,15.119
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0000,20.505889210,181.4342800,0,0.2600,4.05950,2.1055e+03,0.041039,2.64998,LS+MCMC,3.41,0.1326,89.62,518.0,17.06,78.50,1,69,1,q1_q17_dr25_tce,4905.00,4.544,0.7610,289.315430,39.153278,15.398
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0000,3.340218842,171.9790620,0,0.4660,1.91040,1.6326e+03,0.037683,3.23586,LS+MCMC,2.03,0.0348,87.85,656.0,43.73,71.60,4,398,1,q1_q17_dr25_tce,3950.00,4.754,0.4930,286.079130,39.278320,15.954
107,5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.507089906,171.0024550,0,1.2550,2.00670,1.3392e+03,0.295115,0.11003,LS+MCMC,30.26,0.0365,67.79,1326.0,730.47,64.90,1,408,1,q1_q17_dr25_tce,5926.00,4.506,0.9390,295.378050,40.493401,15.555
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1.0000,18.649327280,174.7710000,0,0.0800,4.40560,8.9360e+02,0.027096,1.97596,LS+MCMC,3.12,0.1390,89.86,701.0,57.13,46.10,3,71,1,q1_q17_dr25_tce,5775.00,4.405,1.0530,290.461760,40.562462,15.386
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1.0000,4.901449760,138.6054800,0,0.5290,4.16540,1.4070e+02,0.011136,0.37090,LS+MCMC,1.70,0.0586,86.10,1262.0,598.74,50.60,4,193,3,q1_q17_dr25_tce,5847.00,4.191,1.4020,297.028260,48.208611,12.487
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.9980,9.751921010,138.7860800,0,0.9490,4.79300,4.1800e+02,0.024042,0.04400,LS+MCMC,2.76,0.0902,80.97,870.0,135.66,28.50,3,132,3,q1_q17_dr25_tce,5775.00,4.405,1.0530,290.461760,40.562462,15.386
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1.0000,38.557654600,163.8506300,0,0.9110,5.79400,9.9300e+02,0.034980,0.19756,LS+MCMC,4.02,0.2255,87.91,550.0,21.71,39.70,3,37,2,q1_q17_dr25_tce,5775.00,4.405,1.0530,290.461760,40.562462,15.386
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.9900,3.525632539,170.0479951,0,0.1200,2.59959,2.2335e+04,0.133720,2.43681,LS+MCMC,11.58,0.0431,89.41,975.0,213.12,1996.70,1,382,1,q1_q17_dr25_tce,5150.00,4.572,0.7930,290.581730,40.577400,15.224
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,1.0000,34.843986440,172.6332520,0,0.9340,2.93150,4.5236e+03,0.080046,1.86832,LS+MCMC,7.61,0.1971,88.92,511.0,16.10,76.80,1,40,1,q1_q17_dr25_tce,5509.00,4.482,0.8710,285.920010,39.624828,15.684
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1.0000,7.748094239,174.9972060,0,0.5170,3.59570,2.4721e+03,0.046615,1.06292,LS+MCMC,5.52,0.0810,88.02,964.0,204.39,113.20,1,133,1,q1_q17_dr25_tce,5973.00,4.439,1.0850,294.489900,39.771439,15.670
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.0000,23.967936690,186.2218200,0,0.4160,3.82700,1.1823e+03,0.031410,3.03325,LS+MCMC,1.80,0.1322,89.47,329.0,2.77,27.50,2,43,1,q1_q17_dr25_tce,3747.00,4.728,0.5240,283.866390,39.898079,15.414
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.9950,8.295617380,135.7928400,0,0.8880,1.34210,8.2430e+02,0.031780,4.18931,LS+MCMC,1.82,0.0652,87.95,469.0,11.39,17.90,2,119,2,q1_q17_dr25_tce,3747.00,4.728,0.5240,283.866390,39.898079,15.414
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0000,8.114374820,176.3396800,0,0.5730,2.27360,1.5580e+03,0.037204,3.76716,LS+MCMC,2.10,0.0649,88.61,460.0,10.55,56.40,1,167,1,q1_q17_dr25_tce,3692.00,4.753,0.5170,288.812010,40.033401,15.877
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,38.036729482,196.9349470,0,0.5010,4.34617,8.2872e+04,0.270180,6.21385,LS+MCMC,27.50,0.2252,89.63,500.0,14.81,1300.00,1,26,1,q1_q17_dr25_tce,5575.00,4.521,0.9320,294.147890,40.055538,15.472
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,0.0000,4.640900310,173.6463800,0,1.2800,35.51200,2.4506e+03,0.333559,0.00218,LS+MCMC,30.09,0.0503,19.01,1155.0,421.08,296.90,1,227,1,q1_q17_dr25_tce,6463.00,4.500,0.8260,295.113710,40.071171,15.270
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.747838198,171.6650400,0,1.1210,5.06420,6.1600e+02,0.151387,0.00878,LS+MCMC,13.65,0.0460,53.12,1031.0,266.76,138.20,1,358,1,q1_q17_dr25_tce,5514.00,4.569,0.8260,291.061520,50.265129,13.496
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.9920,14.749148250,138.7779900,0,0.1730,6.09950,4.3020e+02,0.018864,0.55575,LS+MCMC,2.89,0.1221,89.47,874.0,137.91,107.40,4,72,1,q1_q17_dr25_tce,5847.00,4.191,1.4020,297.028260,48.208611,12.487
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.0000,21.812959960,174.0108500,0,0.0530,4.37910,1.1754e+03,0.030952,2.39175,LS+MCMC,3.38,0.1495,89.92,639.0,39.33,37.80,1,45,1,q1_q17_dr25_tce,5601.00,4.410,0.9990,294.776860,40.153740,15.540
123,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.919369370,172.1810920,0,0.7330,3.31480,1.5148e+04,0.121984,1.13074,LS+MCMC,10.34,0.0737,87.30,814.0,104.00,389.00,1,132,1,q1_q17_dr25_tce,5690.00,4.588,0.7760,283.538450,40.217999,15.805
124,5115978,K00823.01,,CANDIDATE,CANDIDATE,,1.028436523,170.2285820,0,1.5734,1.86060,8.0980e+03,0.673134,0.43236,MCMC,72.77,0.0197,57.30,1947.0,3400.48,89.60,1,,,,6228.00,4.428,0.9900,296.006990,40.295429,15.202
125,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0000,15.375623690,173.6140200,0,0.6920,3.31690,1.5337e+04,0.121030,2.43887,LS+MCMC,11.01,0.1121,88.73,600.0,30.54,166.00,1,50,1,q1_q17_dr25_tce,4986.00,4.496,0.8330,283.253540,40.358189,16.422
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0000,8.103632710,176.9486000,0,0.0470,3.16100,8.8790e+02,0.026361,2.33533,LS+MCMC,2.11,0.0712,89.87,687.0,52.82,39.30,2,131,1,q1_q17_dr25_tce,4861.00,4.574,0.7320,283.221410,40.421829,15.289
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0000,4.715108430,134.9617800,0,0.2580,2.50600,4.1750e+02,0.018268,2.42359,LS+MCMC,1.46,0.0496,88.96,823.0,108.84,21.30,2,208,2,q1_q17_dr25_tce,4861.00,4.574,0.7320,283.221410,40.421829,15.289
128,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1.0000,6.365839713,171.1357500,0,0.5240,2.97210,7.8070e+02,0.026275,1.41102,LS+MCMC,2.44,0.0659,87.92,914.0,165.33,70.80,1,216,1,q1_q17_dr25_tce,5776.00,4.554,0.8490,291.149510,40.420521,15.090
129,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.0370,5.975817540,174.7760200,0,0.9410,3.06500,9.6240e+02,0.035468,0.14724,LS+MCMC,3.86,0.0660,81.71,1047.0,284.25,50.30,1,181,1,q1_q17_dr25_tce,6108.00,4.471,0.9970,294.223970,40.417858,15.546
130,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.446737317,170.6695100,0,1.2410,4.72110,1.1779e+03,0.278526,0.01691,LS+MCMC,26.25,0.0351,44.81,1261.0,597.19,110.20,1,552,1,q1_q17_dr25_tce,5764.00,4.548,0.8630,298.961120,40.862808,15.021
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0000,3.040330460,169.9490106,0,0.7360,1.84110,1.0859e+04,0.104023,2.31195,LS+MCMC,8.99,0.0374,85.95,1021.0,257.29,568.20,1,440,1,q1_q17_dr25_tce,5035.00,4.519,0.7910,299.316100,40.822380,15.028
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,15.335286750,174.0027800,0,0.7730,3.89700,3.0814e+03,0.056000,0.81659,LS+MCMC,5.00,0.1179,87.95,610.0,32.67,86.60,5,85,2,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.9980,7.958253280,137.8021900,0,0.7060,4.37700,5.0000e+01,0.006915,0.29918,LS+MCMC,1.06,0.0809,85.95,1074.0,314.15,14.70,4,109,4,q1_q17_dr25_tce,5847.00,4.191,1.4020,297.028260,48.208611,12.487
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,31.330461350,153.4303100,0,0.7980,5.17600,5.0738e+03,0.072904,0.70448,LS+MCMC,6.50,0.1898,88.62,481.0,12.61,117.20,5,46,1,q1_q17_dr25_tce,5251.00,4.581,0.8170,292.236760,41.085880,15.855
135,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,3.904342500,173.3937340,0,0.7090,3.83100,1.6228e+04,0.125229,0.39988,LS+MCMC,12.28,0.0484,84.06,1104.0,351.05,323.40,1,275,1,q1_q17_dr25_tce,5810.00,4.526,0.8980,294.056760,40.549679,15.016
136,5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.286358079,171.8214689,0,0.3770,3.49949,4.4791e+04,0.196390,2.67897,LS+MCMC,17.61,0.0810,89.06,796.0,95.03,1671.10,1,117,1,q1_q17_dr25_tce,5670.00,4.523,0.8210,294.743960,40.533920,15.365
137,5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.951405455,173.2761250,0,1.2760,2.18620,2.4539e+03,0.331342,0.19337,LS+MCMC,31.44,0.0482,76.40,1133.0,388.71,117.20,1,272,1,q1_q17_dr25_tce,6046.00,4.539,0.8690,295.504390,40.505489,15.446
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.9990,23.653694150,171.3761070,0,0.0080,8.21830,3.3418e+03,0.052190,0.41907,LS+MCMC,7.89,0.1658,89.98,731.0,67.65,266.30,5,57,1,q1_q17_dr25_tce,5739.00,4.191,1.3840,287.897130,40.637821,15.084
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.9960,13.233522140,140.3219600,0,0.0140,6.73720,5.0460e+02,0.020278,0.38840,LS+MCMC,3.06,0.1126,89.95,888.0,146.67,49.10,5,97,2,q1_q17_dr25_tce,5739.00,4.191,1.3840,287.897130,40.637821,15.084
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.9970,6.155602850,134.8165600,0,0.2350,4.98430,2.8500e+02,0.015336,0.40662,LS+MCMC,2.32,0.0676,88.56,1146.0,406.94,35.10,5,203,3,q1_q17_dr25_tce,5739.00,4.191,1.3840,287.897130,40.637821,15.084
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0000,2.090811305,134.1746200,0,0.7460,3.38800,1.1590e+02,0.010686,0.15880,LS+MCMC,1.62,0.0329,77.03,1642.0,1718.04,19.90,5,527,5,q1_q17_dr25_tce,5739.00,4.191,1.3840,287.897130,40.637821,15.084
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.9950,3.180027898,133.4986300,0,0.1960,3.57970,1.2030e+02,0.009989,0.57560,LS+MCMC,1.53,0.0439,88.34,1458.0,1066.86,50.40,4,323,2,q1_q17_dr25_tce,5847.00,4.191,1.4020,297.028260,48.208611,12.487
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.9890,50.446741700,178.5014000,0,0.3790,7.15900,3.7030e+02,0.017670,0.97794,LS+MCMC,2.67,0.2747,89.57,568.0,24.64,19.40,5,22,4,q1_q17_dr25_tce,5739.00,4.191,1.3840,287.897130,40.637821,15.084
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0000,11.763071640,180.9361300,0,0.0480,2.90760,1.0373e+03,0.028519,4.37951,LS+MCMC,2.35,0.0954,89.91,616.0,33.99,48.90,2,88,1,q1_q17_dr25_tce,4959.00,4.603,0.7560,294.202150,40.663410,15.208
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.8780,56.227927100,132.2925900,0,0.7000,3.57000,8.6270e+02,0.028683,4.47051,LS+MCMC,2.37,0.2707,89.56,366.0,4.22,20.90,2,18,2,q1_q17_dr25_tce,4959.00,4.603,0.7560,294.202150,40.663410,15.208
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.384052875,171.5836200,0,1.1780,3.09180,1.2681e+03,0.222925,0.03902,LS+MCMC,17.06,0.0308,58.76,1010.0,244.87,50.50,1,549,1,q1_q17_dr25_tce,4794.00,4.580,0.7010,299.642850,40.691238,15.836
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0000,7.953547000,174.6622400,0,0.3000,2.63120,8.7540e+02,0.026448,3.48717,LS+MCMC,2.25,0.0712,89.24,696.0,55.37,38.40,2,166,1,q1_q17_dr25_tce,4768.00,4.536,0.7790,291.158780,40.750271,15.660
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0000,4.144516560,135.9283100,0,0.0040,2.34210,3.9180e+02,0.017441,2.87358,LS+MCMC,1.48,0.0461,89.99,864.0,132.08,22.80,2,316,2,q1_q17_dr25_tce,4768.00,4.536,0.7790,291.158780,40.750271,15.660
149,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.859386384,173.0114690,0,1.2590,2.27570,6.0443e+03,0.355227,0.45630,LS+MCMC,38.33,0.0571,81.27,1114.0,364.23,269.70,1,273,1,q1_q17_dr25_tce,6072.00,4.470,0.9880,292.214360,40.759762,15.311
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.9990,10.526294577,176.5224620,0,0.6440,2.52110,9.7680e+03,0.095143,3.85261,LS+MCMC,8.24,0.0880,88.69,713.0,61.16,482.30,1,129,1,q1_q17_dr25_tce,5386.00,4.553,0.7930,293.878110,41.661770,15.305
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0000,4.583520948,169.9739720,0,0.0450,2.70550,3.8121e+03,0.056287,2.30111,LS+MCMC,5.39,0.0535,89.81,1038.0,274.98,99.50,1,297,1,q1_q17_dr25_tce,5815.00,4.540,0.8770,299.186860,41.742680,15.287
